,ID,nome,genero,idade,etnia,formacao,estado,tempo_de_casa,departamento,senioridade
71,8011,Olga de Drummond,Feminino,42,Branco,Ensino Superior,GO,2,Operacoes,Gerente
72,D0D3,Diogo de Sao Pedro Pultonao Negrao,Masculino,41,Branco,Ensino Superior,PA,3,Vendas,Analista Junior
73,12CA,Nilo Patrick de Mendonca,Masculino,18,Branco,Ensino Superior,AM,1,Operacoes,Analista Senior
74,73C0,Rogerio Nelson Vigrylaz,Masculino,39,Pardo,Ensino Superior,GO,8,Compras,Analista Junior
75,0A10,Reinaldo Osorio da Luz Milani de Magalhaes,Masculino,36,Pardo,Doutorado,RO,8,Recursos Humanos,Gerente
76,2A12,Julio Edivaldo de Alencar,Masculino,21,Preto,Ensino Medio,AC,7,Compras,Analista Junior
77,B131,Junior Edinaldo de Aguiar,Masculino,24,Pardo,Ensino Medio,RR,9,Desenvolvimento de Produtos,Analista Junior
78,4C6B,Kim Roberval de Lisboa,Masculino,42,Pardo,Ensino Superior,MG,7,TI,Analista Pleno
79,A5E9,Altair de Sa dos Santos Junior,Masculino,36,Pardo,Mestrado,DF,9,Vendas,Analista Pleno
80,0BD5,Eduardo Mohoite dos Santos,Masculino,18,Pardo,Ensino Superior,PI,,Recursos Humanos,Analista Junior
81,22F5,Isabela de Borges,Feminino,28,Branco,Ensino Superior,AP,5,Contabilidade,Analista Junior
82,6F3F,Jean Eugarnson Gomes,Masculino,25,Branco,Ensino Superior,SP,5,Administrativo,Analista Senior
83,3B39,Edu de Drummond,Masculino,21,Pardo,Ensino Medio,PR,3,Operacoes,Analista Pleno
84,1DA3,Liane da Gama de Amorim,Feminino,22,Pardo,Ensino Superior,MS,4,Marketing,Analista Junior
85,167B,Everton Paim Piwa,Masculino,36,Branco,Mestrado,TO,6,Desenvolvimento de Produtos,Analista Junior
86,D8F1,Graziele Albina Rosatto,Feminino,47,Pardo,Ensino Superior,PI,0,TI,Analista Senior
87,AFA7,Jean Caue de Macedo,Masculino,41,Preto,Ensino Superior,AM,8,Desenvolvimento de Produtos,Estagiario
88,BE41,Wanda de Malta,Feminino,34,Pardo,Ensino Superior,PB,6,Desenvolvimento de Produtos,Gerente
89,A979,Marcia de Barbosa Yazeze,Feminino,39,Pardo,Mestrado,SP,3,Administrativo,Analista Junior
90,21B6,Ariana Quesia Buarque de Sales Noshiguke,Feminino,31,Pardo,Ensino Superior,RS,,Compras,Gerente
91,D3D7,Eloi Joel Nugi Odrean,Masculino,29,Preto,Ensino Superior,CE,3,TI,Analista Senior
92,8180,Patrick de Machado Iloltri Cavalcante Terceiro,Masculino,38,Branco,Ensino Medio,PI,3,Operacoes,Analista Senior
93,ED23,Melanie Evelyn Fifenman,Feminino,37,Pardo,Ensino Superior,BA,5,Contabilidade,Analista Junior
94,3F21,Magali Zara Lopes,Feminino,31,Branco,Mestrado,RO,2,Compras,Analista Pleno
95,0679,Rafael dos Santos,Masculino,32,Pardo,Doutorado,PI,4,Marketing,Gerente
96,6DF3,Kim de Moreira,Masculino,27,Pardo,Doutorado,RS,5,Vendas,Estagiario
97,2755,Everaldo Denis Uzbensea Junior,Masculino,20,Pardo,Doutorado,SP,,Administrativo,Analista Senior
98,5225,Yuri Marco de Tavares Woibi,Masculino,33,Branco,Ensino Superior,RJ,14,Recursos Humanos,Gerente
99,2763,Eliane Marcia da Graca Esery de Moreira,Feminino,21,Pardo,Ensino Medio,RS,6,Vendas,Estagiario
100,F362,Tania Ivone Gomes,Feminino,32,Pardo,Ensino Superior,BA,6,Compras,Analista Senior
101,4FFB,Elias de Azevedo Erna Enun,Masculino,41,Pardo,Ensino Superior,TO,6,Operacoes,Gerente
102,6D52,Marlene Katia Komo,Feminino,18,Branco,Ensino Superior,RO,4,TI,Analista Pleno
103,8B18,Joao da Encarnacao do Nascimento de Alvim,Masculino,53,Branco,Ensino Superior,DF,7,TI,Analista Senior
104,9C71,Roberval Valverde Irnpibissiman,Masculino,28,Branco,Ensino Superior,BA,12,TI,Gerente
105,C9DA,Adriano Uribe Irnizson Imekre Clozklo,Masculino,39,Preto,Ensino Superior,RS,,Marketing,Analista Pleno
106,8ACA,Hercules de Castro Preto,Masculino,34,Pardo,Pos graduacao,PA,4,Vendas,Estagiario
107,BD56,Leandro de Souza,Masculino,37,Pardo,Mestrado,RS,6,Contabilidade,Analista Junior
108,CDFE,Roberto Fortes de Oliveira Mercado,Masculino,32,Pardo,Pos graduacao,AC,7,Contabilidade,Analista Senior
109,EA90,Decio Aldo Tabeiov,Masculino,34,Pardo,Ensino Superior,SC,7,Operacoes,Analista Junior
110,AD4E,Eric Moises de Moura,Masculino,26,Pardo,Doutorado,PE,5,Operacoes,Analista Pleno
111,5B9F,Fabricio Janio Arnfa,Masculino,20,Branco,Ensino Superior,PB,,Marketing,Analista Pleno
112,2BAB,Gigi Yeda de Pascoal Hetewa dos Santos,Feminino,27,Pardo,Ensino Superior,MS,6,Contabilidade,Gerente
113,8837,Dario Bernardo da Silva Valente Neto,Masculino,32,Pardo,Ensino Superior,BA,9,TI,Gerente
114,2394,Heitor Oglo Etti,Masculino,34,Branco,Pos graduacao,PR,6,Compras,Analista Pleno
115,FA7F,Thais da Silva,Feminino,38,Pardo,Ensino Superior,MT,2,Contabilidade,Analista Junior
116,397D,Juliano Coarnzytas,Masculino,21,Pardo,Ensino Medio,PI,4,Vendas,Analista Junior
117,645F,Camilo Bruno de Magalhaes,Masculino,38,Pardo,Mestrado,AM,13,Operacoes,Analista Junior
118,9607,Veronica Betayomo da Silva Umriov,Feminino,35,Pardo,Mestrado,RJ,,Vendas,Analista Junior
119,0C23,Rafael Gifusogi,Masculino,20,Branco,Ensino Superior,RS,5,Operacoes,Analista Junior
120,7444,Valquiria de Santo Antonio Rosa Dara Terceiro,Feminino,37,Pardo,Ensino Superior,BA,10,TI,Analista Pleno
121,71D4,Edinaldo Jason de Arruda,Masculino,19,Branco,Doutorado,MT,5,Compras,Analista Pleno
122,3859,Beto Matheus de Cerqueira,Masculino,20,Branco,Ensino Superior,SC,6,Compras,Gerente
123,FD0C,Edson Gilmar de Fraga,Masculino,33,Branco,Ensino Superior,MA,3,TI,Gerente
124,E9FB,Mauricio Wagner de Pereira Terceiro,Masculino,42,Branco,Ensino Superior,RO,8,Desenvolvimento de Produtos,Analista Junior
125,77D0,Elias Aecio Thiel de Garcia Borowahe,Masculino,24,Branco,Ensino Superior,SC,3,Marketing,Analista Pleno
126,F835,Jeniffer de Figueiredo,Feminino,36,Branco,Ensino Superior,TO,6,Compras,Estagiario
127,C6BD,Mike Marlon de Souza,Masculino,38,Branco,Ensino Superior,RN,12,Compras,Analista Junior
128,D8C2,Eugenio Ushoso dos Santos de Alencar,Masculino,30,Branco,Ensino Superior,MT,2,Operacoes,Estagiario
129,91E3,Vera Arilda de Oliveira,Feminino,20,Pardo,Pos graduacao,RJ,6,Contabilidade,Analista Senior
130,6A66,Eva Ploa,Feminino,19,Branco,Ensino Superior,GO,5,Administrativo,Analista Senior
131,581B,Paulo Jacinto Dafayson,Masculino,28,Indigena,Ensino Superior,RS,4,Administrativo,Analista Pleno
132,524E,Samuel Josiel Mendes,Masculino,36,Branco,Pos graduacao,AP,0,Marketing,Analista Junior
133,D19D,Kevin da Paz Bekipe,Masculino,49,Branco,Mestrado,RS,2,Operacoes,Analista Senior
134,38FE,Diego de Linhares Tristao Junior,Masculino,28,Pardo,Mestrado,RS,3,TI,Analista Junior
135,0EEE,Alexandre Celso de Santana Edrynman Junior,Masculino,40,Branco,Ensino Superior,GO,3,Administrativo,Analista Senior
136,430C,Mauricio da Lira,Masculino,22,Pardo,Ensino Superior,SC,6,Recursos Humanos,Estagiario
137,3077,Cecilia Lena Buarque de Chaves,Feminino,19,Pardo,Ensino Superior,MG,,Marketing,Analista Pleno
138,9133,Ademar Ayrton de Silveira Bedio,Masculino,22,Pardo,Pos graduacao,MG,7,Administrativo,Analista Pleno
139,58FD,Silvio de Machado,Masculino,18,Pardo,Ensino Superior,RJ,,Desenvolvimento de Produtos,Gerente
140,0CA9,Katia Memo,Feminino,37,Preto,Ensino Superior,MG,4,Contabilidade,Analista Senior
141,0C03,Valdirene Cibau,Feminino,35,Branco,Ensino Superior,MS,1,Contabilidade,Analista Pleno
142,C424,Rodolfo Ricardo de Gusmao,Masculino,32,Branco,Ensino Superior,RJ,8,Marketing,Analista Pleno
143,B8D8,Tiago de Goncalves,Masculino,32,Pardo,Ensino Medio,MG,1,Operacoes,Analista Senior
144,3A78,Tania Liane Ukeuson de Linhares Jangada,Feminino,20,Pardo,Ensino Superior,CE,,Contabilidade,Analista Senior
145,1F1B,Renato Leonardo Rosatto de Angola,Masculino,21,Pardo,Ensino Superior,RJ,,Operacoes,Gerente
146,7B3C,Edu Jose de Brandao,Masculino,26,Pardo,Ensino Superior,PE,9,Desenvolvimento de Produtos,Analista Senior
147,B73C,Ali Neta,Masculino,39,Pardo,Ensino Superior,MG,6,Vendas,Analista Junior
148,3F18,Reginaldo de Jesus,Masculino,56,Branco,Pos graduacao,AP,6,Vendas,Analista Pleno
149,EAD9,Natalia Castelo Wazepo,Feminino,22,Branco,Mestrado,RR,5,Recursos Humanos,Analista Junior
150,8142,Jacinto do Prado Degirozo,Masculino,31,Branco,Mestrado,MG,5,Desenvolvimento de Produtos,Estagiario
151,57B7,Eduardo Nicolau Tsuhiyohe de Viana da Silva,Masculino,28,Branco,Mestrado,RJ,7,Contabilidade,Gerente
152,7D6A,Janaina Leila Yuma,Feminino,35,Pardo,Mestrado,GO,7,Marketing,Analista Junior
153,D9E9,Ezequiel Rosatto de Nogueira Junior,Masculino,40,Branco,Ensino Superior,SP,3,TI,Analista Senior
154,D75E,Paulo Sergio Chosepoiao,Masculino,41,Branco,Ensino Superior,MS,0,Administrativo,Estagiario
155,6602,Micael Tlatromoz,Masculino,35,Branco,Pos graduacao,RJ,11,Marketing,Analista Junior
156,ED79,Jonathan Gomes Giyosu,Masculino,32,Preto,Pos graduacao,PB,10,TI,Gerente
157,19C9,Roberval Udroman Ymbaison Junior,Masculino,24,Pardo,Ensino Superior,MG,8,Recursos Humanos,Analista Junior
158,8391,Gustavo Vitor Pika,Masculino,19,Branco,Ensino Superior,DF,5,Administrativo,Analista Senior
159,98B1,Jackson Josiel Runeri Ueol Vavina,Masculino,21,Pardo,Ensino Superior,RS,,TI,Analista Junior
160,BD3D,Joao Rosatto do Amaral,Masculino,19,Pardo,Ensino Superior,PA,,Operacoes,Estagiario
161,CAC1,Hilda Chitsudebi,Feminino,19,Pardo,Ensino Superior,PB,,Desenvolvimento de Produtos,Gerente
162,33D8,Osvaldo da Silva,Masculino,20,Branco,Mestrado,RS,1,Compras,Analista Senior
163,5071,Caio da Paraiba,Masculino,37,Pardo,Pos graduacao,RJ,2,TI,Gerente
164,89A5,Fabricio Jardel da Silva Tonfrigummoman Estrada,Masculino,28,Preto,Ensino Superior,BA,5,Operacoes,Analista Pleno
165,58F5,Diego de Moura Yeblaleman,Masculino,41,Pardo,Ensino Superior,BA,3,Compras,Analista Junior
166,3B9C,Patrick de Ramos Paim Neto,Masculino,31,Pardo,Ensino Superior,ES,2,Vendas,Analista Junior
167,EFB1,Helio Zawoyo Hikewa,Masculino,27,Pardo,Ensino Superior,BA,11,Contabilidade,Analista Senior
168,2642,Aloisio da Silva,Masculino,36,Branco,Ensino Superior,RN,3,Recursos Humanos,Analista Junior
169,8C49,Nilo Fontes de Noronha,Masculino,30,Preto,Ensino Superior,ES,7,Marketing,Analista Senior
170,F154,Tulio Dralganson de Palhares,Masculino,27,Branco,Doutorado,SP,6,Marketing,Analista Senior
171,83DC,Marlon Xibu,Masculino,30,Pardo,Ensino Superior,PR,9,Recursos Humanos,Analista Junior
172,6541,Luara Ximenes,Feminino,19,Branco,Ensino Medio,RJ,2,Contabilidade,Analista Senior
173,BFFE,Paulo Alexandre da Silva,Masculino,32,Pardo,Ensino Superior,SE,,Vendas,Analista Senior
174,C658,Juan de Noronha,Masculino,30,Pardo,Pos graduacao,RN,4,Compras,Analista Junior
175,7BA4,Alfredo Lopes de Godoy,Masculino,21,Branco,Ensino Superior,RO,6,Contabilidade,Analista Senior
176,DF7E,Sara Schneider,Feminino,24,Branco,Ensino Superior,SC,7,Administrativo,Analista Junior
177,C08F,Cristiano Emseom,Masculino,31,Pardo,Ensino Superior,PE,9,Compras,Gerente
178,CD4E,Janete de Teixeira das Neves,Feminino,40,Preto,Ensino Superior,MA,9,TI,Gerente
179,5A96,Gilson de Viana,Masculino,39,Pardo,Ensino Superior,RJ,6,Administrativo,Gerente
180,3A87,Andre Jonathas Guerra,Masculino,40,Branco,Ensino Superior,SP,5,Operacoes,Analista Junior
181,5D09,Pablo Camilo da Silva de Miranda Chishirume,Masculino,20,Branco,Ensino Superior,DF,2,Desenvolvimento de Produtos,Gerente
182,101D,Amarildo Mineiro Junior,Masculino,47,Pardo,Ensino Superior,PR,5,Contabilidade,Analista Pleno
183,604C,Joao de Jesus Prates,Masculino,30,Pardo,Mestrado,RO,5,Marketing,Gerente
184,11B9,Vinicius Max Kawayune Gifem,Masculino,35,Branco,Mestrado,RJ,8,Marketing,Analista Pleno
185,9836,Hamilton Batista de Souza,Masculino,18,Preto,Mestrado,RJ,3,Desenvolvimento de Produtos,Analista Senior
186,7B0C,Nathan de Sobral Frenzzi,Masculino,31,Pardo,Mestrado,PI,0,Desenvolvimento de Produtos,Analista Junior
187,B6D9,Patricia Gislaine de Holanda da Cruz,Feminino,26,Pardo,Ensino Superior,AM,9,TI,Analista Senior
188,F9D5,Kevin Jeferson de Souza,Masculino,30,Pardo,Ensino Superior,MA,1,TI,Analista Pleno
189,6819,Danielle da Paraiba,Feminino,21,Pardo,Ensino Medio,RJ,,Compras,Analista Senior
190,6248,Lina de Brito da Silva,Feminino,40,Branco,Doutorado,SP,8,Compras,Analista Junior
191,F726,Augusto Gomes,Masculino,32,Pardo,Ensino Superior,RR,2,Compras,Analista Senior
192,848B,Jenny de Godoy,Feminino,42,Branco,Ensino Superior,RJ,7,Vendas,Analista Senior
193,6EA8,Jorge Edinaldo de Lins,Masculino,43,Preto,Pos graduacao,RJ,,Compras,Gerente
194,68B6,Yuri Mineiro do Nascimento,Masculino,30,Pardo,Pos graduacao,RS,3,Vendas,Analista Pleno
195,C834,Luke dos Santos,Masculino,31,Pardo,Ensino Superior,SC,0,Contabilidade,Analista Pleno
196,9DC4,Inacio Useov Portugal,Masculino,27,Pardo,Mestrado,SP,6,Contabilidade,Analista Junior
197,D972,Alisson Hildebrando Penedo dos Pinhais,Masculino,19,Pardo,Ensino Superior,SP,,Marketing,Analista Senior
198,96B8,Willian de Paula,Masculino,31,Pardo,Mestrado,TO,4,Contabilidade,Gerente
199,25DA,Isac Isaias Mapponi Junior,Masculino,34,Branco,Ensino Superior,MT,2,TI,Analista Junior
200,AA57,Charlene Juliana de Abreu Putekuza,Feminino,39,Branco,Ensino Superior,AM,7,Desenvolvimento de Produtos,Analista Pleno
201,0E04,Anderson Bartolomeu da Silva Junior,Masculino,32,Branco,Pos graduacao,BA,5,Recursos Humanos,Analista Pleno
202,C0DF,Micael Olavo Astanvya Branco,Masculino,36,Pardo,Doutorado,PI,7,Recursos Humanos,Diretor
203,DF66,Altino Nelson da Rocha Fiacaz,Masculino,27,Pardo,Doutorado,GO,,Contabilidade,Analista Junior
204,BF4C,Tales Estrada,Masculino,44,Branco,Mestrado,SP,1,Recursos Humanos,Analista Senior
205,610D,Junior Marciano dos Santos,Masculino,21,Pardo,Ensino Superior,SP,1,TI,Analista Junior
206,6003,Clotilde Mayra da Silva,Feminino,39,Pardo,Ensino Superior,RN,9,Contabilidade,Analista Senior
207,B380,Celina de Salvador,Feminino,33,Branco,Ensino Superior,RJ,7,Recursos Humanos,Analista Junior
208,4ED2,Kevin da Cruz de Fernandes,Masculino,43,Pardo,Ensino Superior,MG,5,Marketing,Analista Pleno
209,150C,Plinio da Silva Junior,Masculino,28,Branco,Ensino Superior,SC,5,TI,Analista Pleno
210,8F77,Felipe Zato Ynrrotrea,Masculino,19,Branco,Ensino Superior,RS,5,Compras,Analista Pleno
211,2C23,Paulo Azunssison,Masculino,38,Pardo,Ensino Superior,GO,5,Administrativo,Analista Junior
212,9611,Caue Mateus Yuke de Freitas,Masculino,28,Branco,Ensino Superior,AC,3,Operacoes,Analista Junior
213,DC50,Patrick Borba,Masculino,24,Branco,Ensino Superior,PI,5,Marketing,Gerente
214,95A9,Cleuza de Barbosa Dawadone,Feminino,26,Preto,Ensino Superior,AL,3,TI,Analista Pleno
215,FF3C,Elisete Elisangela de Fonseca,Feminino,21,Pardo,Mestrado,RN,,Compras,Analista Senior
216,7846,Domingos Everaldo Inia,Masculino,26,Pardo,Ensino Superior,AP,0,Contabilidade,Estagiario
217,5CEA,Chico Felipe de Leite,Masculino,42,Branco,Pos graduacao,GO,10,Desenvolvimento de Produtos,Analista Pleno
218,39BD,Jose Prubi,Masculino,29,Branco,Doutorado,CE,3,Compras,Gerente
219,CC7D,Veronica Ediane Yrnvisco,Feminino,35,Pardo,Mestrado,SP,4,Desenvolvimento de Produtos,Analista Pleno
220,ECF5,Luiz de Alvares,Masculino,25,Branco,Ensino Superior,PE,6,Marketing,Analista Junior
221,1AC7,Milton Ederson Uarndoym de Duarte Junior,Masculino,26,Branco,Pos graduacao,PR,6,Administrativo,Analista Pleno
222,CEE4,Felipe de Alves Ymframan,Masculino,33,Branco,Ensino Superior,SP,8,TI,Analista Junior
223,3D1D,Eduarda Grozirnbarnvo,Feminino,24,Branco,Ensino Superior,MA,7,Recursos Humanos,Gerente
224,27FC,Andre Jairo de Noronha Aleam,Masculino,32,Pardo,Pos graduacao,RN,7,Vendas,Analista Junior
225,A4BF,Edivaldo Rai Umizy,Masculino,27,Pardo,Ensino Medio,PR,8,Contabilidade,Analista Pleno
226,0D26,Rivaldo Werner Cein,Masculino,27,Branco,Doutorado,MG,5,Contabilidade,Analista Pleno
227,6ABB,Wendy de Ayres,Feminino,23,Branco,Doutorado,MT,8,Compras,Analista Pleno
228,2325,Filipe Augusto de Lacerda,Masculino,35,Pardo,Pos graduacao,BA,4,Administrativo,Gerente
229,694C,Isabela Alana Goru Nizreson,Feminino,43,Branco,Doutorado,RJ,9,Administrativo,Analista Senior
230,DD1B,Laerte Fabiano Seso Muri Pires,Masculino,32,Branco,Pos graduacao,MG,10,Contabilidade,Analista Pleno
231,68EF,Marielle Larissa Inoveu da Paraiba,Feminino,23,Preto,Ensino Superior,MA,6,Vendas,Analista Pleno
232,8500,Wagner dos Reis,Masculino,18,Preto,Ensino Medio,MG,2,Desenvolvimento de Produtos,Analista Pleno
233,43A6,Leo Eilson,Masculino,43,Branco,Ensino Superior,PR,6,Recursos Humanos,Analista Senior
234,B965,Cristiano da Silva,Masculino,20,Branco,Ensino Superior,SE,4,Vendas,Analista Junior
235,7590,Rai da Silva Monuzori,Masculino,27,Pardo,Ensino Superior,ES,10,Contabilidade,Analista Senior
236,562F,Fernando Laerte da Silva,Masculino,23,Branco,Ensino Superior,SP,2,Administrativo,Analista Junior
237,813B,Felix Zewegamman Asode de Sampaio,Masculino,28,Branco,Doutorado,CE,0,Compras,Analista Junior
238,ED15,Filipe Kim Imcheilcla,Masculino,45,Pardo,Pos graduacao,SP,5,Administrativo,Analista Senior
